FREGUESIA,PARTIDO,VOTOS
31234,POUS,2
31234,PPDPSD,523
31234,PPM,7
31234,PS,931
31234,PSN,3
31235,BE,25
31235,CDSPP,348
31235,MPT,8
31235,PCPPEV,86
31235,PCTPMRPP,17
31235,PH,11
31235,POUS,6
31235,PPDPSD,1971
31235,PPM,10
31235,PS,1828
31235,PSN,7
31236,BE,9
31236,CDSPP,92
31236,MPT,1
31236,PCPPEV,52
31236,PCTPMRPP,12
31236,PH,3
31236,POUS,2
31236,PPDPSD,337
31236,PPM,3
31236,PS,830
31236,PSN,4
31237,BE,6
31237,CDSPP,31
31237,MPT,0
31237,PCPPEV,82
31237,PCTPMRPP,8
31237,PH,0
31237,POUS,0
31237,PPDPSD,200
31237,PPM,3
31237,PS,309
31237,PSN,3
31238,BE,2
31238,CDSPP,72
31238,MPT,1
31238,PCPPEV,32
31238,PCTPMRPP,4
31238,PH,2
31238,POUS,0
31238,PPDPSD,371
31238,PPM,2
31238,PS,440
31238,PSN,1
31239,BE,19
31239,CDSPP,101
31239,MPT,4
31239,PCPPEV,128
31239,PCTPMRPP,32
31239,PH,9
31239,POUS,2
31239,PPDPSD,584
31239,PPM,1
31239,PS,923
31239,PSN,6
31240,BE,14
31240,CDSPP,186
31240,MPT,3
31240,PCPPEV,88
31240,PCTPMRPP,24
31240,PH,3
31240,POUS,2
31240,PPDPSD,674
31240,PPM,9
31240,PS,563
31240,PSN,4
31241,BE,8
31241,CDSPP,126
31241,MPT,2
31241,PCPPEV,39
31241,PCTPMRPP,10
31241,PH,3
31241,POUS,4
31241,PPDPSD,391
31241,PPM,5
31241,PS,427
31241,PSN,4
31242,BE,21
31242,CDSPP,85
31242,MPT,1
31242,PCPPEV,167
31242,PCTPMRPP,12
31242,PH,0
31242,POUS,0
31242,PPDPSD,477
31242,PPM,3
31242,PS,786
31242,PSN,4
31243,BE,7
31243,CDSPP,84
31243,MPT,1
31243,PCPPEV,12
31243,PCTPMRPP,3
31243,PH,2
31243,POUS,2
31243,PPDPSD,282
31243,PPM,4
31243,PS,244
31243,PSN,4
31244,BE,0
31244,CDSPP,30
31244,MPT,0
31244,PCPPEV,9
31244,PCTPMRPP,1
31244,PH,0
31244,POUS,0
31244,PPDPSD,115
31244,PPM,0
31244,PS,112
31244,PSN,0
31245,BE,2
31245,CDSPP,43
31245,MPT,1
31245,PCPPEV,11
31245,PCTPMRPP,6
31245,PH,0
31245,POUS,1
31245,PPDPSD,149
31245,PPM,1
31245,PS,147
31245,PSN,0
31246,BE,5
31246,CDSPP,98
31246,MPT,3
31246,PCPPEV,54
31246,PCTPMRPP,10
31246,PH,4
31246,POUS,1
31246,PPDPSD,341
31246,PPM,3
31246,PS,447
31246,PSN,4
31247,BE,16
31247,CDSPP,115
31247,MPT,6
31247,PCPPEV,82
31247,PCTPMRPP,14
31247,PH,2
31247,POUS,1
31247,PPDPSD,563
31247,PPM,3
31247,PS,792
31247,PSN,4
31248,BE,96
31248,CDSPP,412
31248,MPT,13
31248,PCPPEV,172
31248,PCTPMRPP,17
31248,PH,3
31248,POUS,2
31248,PPDPSD,1374
31248,PPM,11
31248,PS,1363
31248,PSN,3
31249,BE,3
31249,CDSPP,68
31249,MPT,0
31249,PCPPEV,8
31249,PCTPMRPP,5
31249,PH,0
31249,POUS,0
31249,PPDPSD,298
31249,PPM,1
31249,PS,318
31249,PSN,4
31301,BE,0
31301,CDSPP,82
31301,MPT,1
31301,PCPPEV,6
31301,PCTPMRPP,2
31301,PH,1
31301,POUS,1
31301,PPDPSD,265
31301,PPM,0
31301,PS,201
31301,PSN,7
31302,BE,0
31302,CDSPP,18
31302,MPT,1
31302,PCPPEV,1
31302,PCTPMRPP,0
31302,PH,0
31302,POUS,2
31302,PPDPSD,151
31302,PPM,0
31302,PS,47
31302,PSN,1
31303,BE,0
31303,CDSPP,42
31303,MPT,1
31303,PCPPEV,6
31303,PCTPMRPP,1
31303,PH,1
31303,POUS,2
31303,PPDPSD,246
31303,PPM,3
31303,PS,153
31303,PSN,3
31304,BE,1
31304,CDSPP,28
31304,MPT,1
31304,PCPPEV,4
31304,PCTPMRPP,2
31304,PH,1
31304,POUS,0
31304,PPDPSD,206
31304,PPM,3
31304,PS,89
31304,PSN,3
31305,BE,2
31305,CDSPP,38
31305,MPT,0
31305,PCPPEV,1
31305,PCTPMRPP,0
31305,PH,0
31305,POUS,1
31305,PPDPSD,105
31305,PPM,0
31305,PS,51
31305,PSN,1
31306,BE,4
31306,CDSPP,97
31306,MPT,1
31306,PCPPEV,16
31306,PCTPMRPP,4
31306,PH,2
31306,POUS,0
31306,PPDPSD,366
31306,PPM,4
31306,PS,328
31306,PSN,7
31307,BE,0
31307,CDSPP,26
31307,MPT,0
31307,PCPPEV,7
31307,PCTPMRPP,0
31307,PH,0
31307,POUS,1
31307,PPDPSD,116
31307,PPM,1
31307,PS,46
31307,PSN,1
31308,BE,2
31308,CDSPP,58
31308,MPT,0
31308,PCPPEV,29
31308,PCTPMRPP,7
31308,PH,0
31308,POUS,6
31308,PPDPSD,311
31308,PPM,1
31308,PS,477
31308,PSN,3
31309,BE,2
31309,CDSPP,82
31309,MPT,2
31309,PCPPEV,11
31309,PCTPMRPP,1
31309,PH,3
31309,POUS,2
31309,PPDPSD,673
31309,PPM,3
31309,PS,279
31309,PSN,9
31310,BE,0
31310,CDSPP,17
31310,MPT,0
31310,PCPPEV,2
31310,PCTPMRPP,1
31310,PH,0
31310,POUS,1
31310,PPDPSD,88
31310,PPM,1
31310,PS,29
31310,PSN,3
31311,BE,2
31311,CDSPP,46
31311,MPT,1
31311,PCPPEV,1
31311,PCTPMRPP,1
31311,PH,0
31311,POUS,1
31311,PPDPSD,178
31311,PPM,3
31311,PS,85
31311,PSN,2
31312,BE,1
31312,CDSPP,37
31312,MPT,0
31312,PCPPEV,1
31312,PCTPMRPP,1
31312,PH,0
31312,POUS,0
31312,PPDPSD,161
31312,PPM,0
31312,PS,78
31312,PSN,2
31313,BE,2
31313,CDSPP,31
31313,MPT,1
31313,PCPPEV,2
31313,PCTPMRPP,1
31313,PH,0
31313,POUS,3
31313,PPDPSD,212
31313,PPM,1
31313,PS,46
31313,PSN,2
31314,BE,1
31314,CDSPP,95
31314,MPT,3
31314,PCPPEV,6
31314,PCTPMRPP,1
31314,PH,1
31314,POUS,0
31314,PPDPSD,472
31314,PPM,6
31314,PS,119
31314,PSN,7
31315,BE,1
31315,CDSPP,32
31315,MPT,1
31315,PCPPEV,3
31315,PCTPMRPP,2
31315,PH,0
31315,POUS,1
31315,PPDPSD,133
31315,PPM,0
31315,PS,80
31315,PSN,1
31316,BE,1
31316,CDSPP,49
31316,MPT,2
31316,PCPPEV,4
31316,PCTPMRPP,2
31316,PH,1
31316,POUS,0
31316,PPDPSD,322
31316,PPM,2
31316,PS,131
31316,PSN,4
31317,BE,1
31317,CDSPP,24
31317,MPT,1
31317,PCPPEV,1
31317,PCTPMRPP,1
31317,PH,1
31317,POUS,1
31317,PPDPSD,137
31317,PPM,1
31317,PS,95
31317,PSN,0
31318,BE,1
31318,CDSPP,47
31318,MPT,0
31318,PCPPEV,0
31318,PCTPMRPP,1
31318,PH,1
31318,POUS,1
31318,PPDPSD,172
31318,PPM,1
31318,PS,60
31318,PSN,2
31319,BE,2
31319,CDSPP,45
31319,MPT,2
31319,PCPPEV,3
31319,PCTPMRPP,1
31319,PH,2
31319,POUS,1
31319,PPDPSD,111
31319,PPM,2
31319,PS,49
31319,PSN,5
31320,BE,0
31320,CDSPP,31
31320,MPT,2
31320,PCPPEV,5
31320,PCTPMRPP,1
31320,PH,0
31320,POUS,0
31320,PPDPSD,82
31320,PPM,2
31320,PS,37
31320,PSN,4
31321,BE,1
31321,CDSPP,9
31321,MPT,1
31321,PCPPEV,3
31321,PCTPMRPP,0
31321,PH,0
31321,POUS,0
31321,PPDPSD,98
31321,PPM,1
31321,PS,145
31321,PSN,0
31322,BE,0
31322,CDSPP,17
31322,MPT,0
31322,PCPPEV,0
31322,PCTPMRPP,0
31322,PH,0
31322,POUS,1
31322,PPDPSD,24
31322,PPM,0
31322,PS,6
31322,PSN,0
31323,BE,4
31323,CDSPP,101
31323,MPT,3
31323,PCPPEV,27
31323,PCTPMRPP,2
31323,PH,6
31323,POUS,2
31323,PPDPSD,543
31323,PPM,5
31323,PS,299
31323,PSN,6
31324,BE,6
31324,CDSPP,4
31324,MPT,0
31324,PCPPEV,4
31324,PCTPMRPP,1
31324,PH,2
31324,POUS,0
31324,PPDPSD,146
31324,PPM,0
31324,PS,143
31324,PSN,1
31325,BE,5
31325,CDSPP,32
31325,MPT,0
31325,PCPPEV,9
31325,PCTPMRPP,2
31325,PH,1
31325,POUS,2
31325,PPDPSD,239
31325,PPM,3
31325,PS,257
31325,PSN,2
31326,BE,2
31326,CDSPP,30
31326,MPT,1
31326,PCPPEV,5
31326,PCTPMRPP,0
31326,PH,0
31326,POUS,1
31326,PPDPSD,243
31326,PPM,5
31326,PS,73
31326,PSN,2
31327,BE,0
31327,CDSPP,37
31327,MPT,1
31327,PCPPEV,2
31327,PCTPMRPP,1
31327,PH,0
31327,POUS,0
31327,PPDPSD,103
31327,PPM,0
31327,PS,52
31327,PSN,1
31328,BE,1
31328,CDSPP,101
31328,MPT,1
31328,PCPPEV,14
31328,PCTPMRPP,1
31328,PH,3
31328,POUS,1
31328,PPDPSD,380
31328,PPM,3
31328,PS,205
31328,PSN,6
31329,BE,1
31329,CDSPP,23
31329,MPT,1
31329,PCPPEV,2
31329,PCTPMRPP,3
31329,PH,0
31329,POUS,1
31329,PPDPSD,87
31329,PPM,1
31329,PS,42
31329,PSN,1
31330,BE,1
31330,CDSPP,77
31330,MPT,2
31330,PCPPEV,23
31330,PCTPMRPP,7
31330,PH,4
31330,POUS,1
31330,PPDPSD,228
31330,PPM,1
31330,PS,203
31330,PSN,4
31331,BE,2
31331,CDSPP,19
31331,MPT,0
31331,PCPPEV,4
31331,PCTPMRPP,1
31331,PH,1
31331,POUS,1
31331,PPDPSD,190
31331,PPM,1
31331,PS,175
31331,PSN,4
31332,BE,1
31332,CDSPP,12
31332,MPT,0
31332,PCPPEV,0
31332,PCTPMRPP,1
31332,PH,0
31332,POUS,0
31332,PPDPSD,97
31332,PPM,0
31332,PS,30
31332,PSN,3
31333,BE,1
31333,CDSPP,43
31333,MPT,0
31333,PCPPEV,10
31333,PCTPMRPP,3
31333,PH,2
31333,POUS,1
31333,PPDPSD,141
31333,PPM,2
31333,PS,62
31333,PSN,1
31334,BE,0
31334,CDSPP,18
31334,MPT,0
31334,PCPPEV,0
31334,PCTPMRPP,1
31334,PH,0
31334,POUS,0
31334,PPDPSD,92
31334,PPM,1
31334,PS,45
31334,PSN,0
31335,BE,2
31335,CDSPP,25
31335,MPT,4
31335,PCPPEV,6
31335,PCTPMRPP,1
31335,PH,0
31335,POUS,3
31335,PPDPSD,203
31335,PPM,1
31335,PS,132
31335,PSN,1
31336,BE,10
31336,CDSPP,86
31336,MPT,0
31336,PCPPEV,13
31336,PCTPMRPP,6
31336,PH,0
31336,POUS,3
31336,PPDPSD,241
31336,PPM,2
31336,PS,169
31336,PSN,5
31337,BE,0
31337,CDSPP,39
31337,MPT,0
31337,PCPPEV,3
31337,PCTPMRPP,0
31337,PH,3
31337,POUS,2
31337,PPDPSD,177
31337,PPM,1
31337,PS,92
31337,PSN,3
31338,BE,0
31338,CDSPP,29
31338,MPT,1
31338,PCPPEV,0
31338,PCTPMRPP,5
31338,PH,1
31338,POUS,0
31338,PPDPSD,95
31338,PPM,0
31338,PS,50
31338,PSN,1
31339,BE,3
31339,CDSPP,101
31339,MPT,0
31339,PCPPEV,3
31339,PCTPMRPP,3
31339,PH,3
31339,POUS,2
31339,PPDPSD,228
31339,PPM,1
31339,PS,72
31339,PSN,5
31340,BE,1
31340,CDSPP,20
31340,MPT,0
31340,PCPPEV,4
31340,PCTPMRPP,2
31340,PH,2
31340,POUS,1
31340,PPDPSD,143
31340,PPM,1
31340,PS,52
31340,PSN,1
31341,BE,3
31341,CDSPP,34
31341,MPT,0
31341,PCPPEV,13
31341,PCTPMRPP,0
31341,PH,1
31341,POUS,3
31341,PPDPSD,210
31341,PPM,2
31341,PS,92
31341,PSN,6
31342,BE,22
31342,CDSPP,206
31342,MPT,4
31342,PCPPEV,113
31342,PCTPMRPP,9
31342,PH,3
31342,POUS,10
31342,PPDPSD,906
31342,PPM,7
31342,PS,914
31342,PSN,11
31343,BE,0
31343,CDSPP,38
31343,MPT,0
31343,PCPPEV,2
31343,PCTPMRPP,0
31343,PH,0
31343,POUS,1
31343,PPDPSD,99
31343,PPM,2
31343,PS,58
31343,PSN,3
31344,BE,3
31344,CDSPP,41
31344,MPT,0
31344,PCPPEV,3
31344,PCTPMRPP,2
31344,PH,1
31344,POUS,2
31344,PPDPSD,96
31344,PPM,0
31344,PS,81
31344,PSN,2
31345,BE,0
31345,CDSPP,28
31345,MPT,1
31345,PCPPEV,5
31345,PCTPMRPP,0
31345,PH,0
31345,POUS,0
31345,PPDPSD,197
31345,PPM,0
31345,PS,32
31345,PSN,1
31346,BE,1
31346,CDSPP,17
31346,MPT,1
31346,PCPPEV,2
31346,PCTPMRPP,4
31346,PH,0
31346,POUS,0
31346,PPDPSD,153
31346,PPM,0
31346,PS,62
31346,PSN,1
31347,BE,0
31347,CDSPP,17
31347,MPT,1
31347,PCPPEV,1
31347,PCTPMRPP,0
31347,PH,1
31347,POUS,0
31347,PPDPSD,107
31347,PPM,0
31347,PS,19
31347,PSN,1
31348,BE,3
31348,CDSPP,31
31348,MPT,1
31348,PCPPEV,2
31348,PCTPMRPP,1
31348,PH,1
31348,POUS,1
31348,PPDPSD,177
31348,PPM,2
31348,PS,88
31348,PSN,1
31349,BE,0
31349,CDSPP,54
31349,MPT,0
31349,PCPPEV,0
31349,PCTPMRPP,1
31349,PH,0
31349,POUS,1
31349,PPDPSD,89
31349,PPM,0
31349,PS,17
31349,PSN,0
31350,BE,1
31350,CDSPP,44
31350,MPT,0
31350,PCPPEV,2
31350,PCTPMRPP,2
31350,PH,0
31350,POUS,2
31350,PPDPSD,197
31350,PPM,4
31350,PS,74
31350,PSN,5
31351,BE,0
31351,CDSPP,23
31351,MPT,0
31351,PCPPEV,6
31351,PCTPMRPP,1
31351,PH,0
31351,POUS,0
31351,PPDPSD,79
31351,PPM,0
31351,PS,60
31351,PSN,3
31352,BE,0
31352,CDSPP,83
31352,MPT,1
31352,PCPPEV,26
31352,PCTPMRPP,2
31352,PH,1
31352,POUS,1
31352,PPDPSD,367
31352,PPM,1
31352,PS,560
31352,PSN,4
31353,BE,1
31353,CDSPP,15
31353,MPT,0
31353,PCPPEV,0
31353,PCTPMRPP,0
31353,PH,0
31353,POUS,0
31353,PPDPSD,71
31353,PPM,0
31353,PS,47
31353,PSN,0
31354,BE,3
31354,CDSPP,50
31354,MPT,0
31354,PCPPEV,13
31354,PCTPMRPP,3
31354,PH,3
31354,POUS,2
31354,PPDPSD,327
31354,PPM,1
31354,PS,260
31354,PSN,4
31355,BE,1
31355,CDSPP,54
31355,MPT,0
31355,PCPPEV,4
31355,PCTPMRPP,1
31355,PH,0
31355,POUS,3
31355,PPDPSD,188
31355,PPM,2
31355,PS,84
31355,PSN,1
31356,BE,0
31356,CDSPP,15
31356,MPT,1
31356,PCPPEV,0
31356,PCTPMRPP,0
31356,PH,1
31356,POUS,0
31356,PPDPSD,102
31356,PPM,0
31356,PS,10
31356,PSN,0
31357,BE,31
31357,CDSPP,113
31357,MPT,5
31357,PCPPEV,52
31357,PCTPMRPP,3
31357,PH,2
31357,POUS,2
31357,PPDPSD,638
31357,PPM,10
31357,PS,744
31357,PSN,6
31358,BE,1
31358,CDSPP,33
31358,MPT,0
31358,PCPPEV,11
31358,PCTPMRPP,6
31358,PH,0
31358,POUS,0
31358,PPDPSD,92
31358,PPM,0
31358,PS,65
31358,PSN,0
31401,BE,9
31401,CDSPP,95
31401,MPT,5
31401,PCPPEV,76
31401,PCTPMRPP,15
31401,PH,3
31401,POUS,5
31401,PPDPSD,442
31401,PPM,4
31401,PS,1423
31401,PSN,4
31402,BE,29
31402,CDSPP,138
31402,MPT,4
31402,PCPPEV,128
31402,PCTPMRPP,19
31402,PH,3
31402,POUS,3
31402,PPDPSD,466
31402,PPM,6
31402,PS,1384
31402,PSN,4
31403,BE,37
31403,CDSPP,163
31403,MPT,4
31403,PCPPEV,203
31403,PCTPMRPP,19
31403,PH,0
31403,POUS,5
31403,PPDPSD,530
31403,PPM,10
31403,PS,2270
31403,PSN,6
31404,BE,7
31404,CDSPP,69
31404,MPT,0
31404,PCPPEV,62
31404,PCTPMRPP,6
31404,PH,1
31404,POUS,4
31404,PPDPSD,266
31404,PPM,5
31404,PS,553
31404,PSN,3
31405,BE,3
31405,CDSPP,59
31405,MPT,2
31405,PCPPEV,27
31405,PCTPMRPP,3
31405,PH,1
31405,POUS,0
31405,PPDPSD,159
31405,PPM,2
31405,PS,472
31405,PSN,3
31406,BE,0
31406,CDSPP,55
31406,MPT,0
31406,PCPPEV,52
31406,PCTPMRPP,8
31406,PH,2
31406,POUS,2
31406,PPDPSD,247
31406,PPM,6
31406,PS,771
31406,PSN,2
31407,BE,1
31407,CDSPP,78
31407,MPT,1
31407,PCPPEV,23
31407,PCTPMRPP,5
31407,PH,0
31407,POUS,4
31407,PPDPSD,210
31407,PPM,6
31407,PS,369
31407,PSN,5
40101,BE,2
40101,CDSPP,6
40101,MPT,0
40101,PCPPEV,2
40101,PCTPMRPP,1
40101,PPDPSD,38
40101,PS,41
40101,PSN,0
40102,BE,9
40102,CDSPP,101
40102,MPT,3
40102,PCPPEV,45
40102,PCTPMRPP,6
40102,PPDPSD,369
40102,PS,564
40102,PSN,2
40103,BE,1
40103,CDSPP,4
40103,MPT,1
40103,PCPPEV,1
40103,PCTPMRPP,0
40103,PPDPSD,82
40103,PS,74
40103,PSN,0
40104,BE,0
40104,CDSPP,3
40104,MPT,0
40104,PCPPEV,12
40104,PCTPMRPP,1
40104,PPDPSD,48
40104,PS,54
40104,PSN,0
40105,BE,3
40105,CDSPP,14
40105,MPT,1
40105,PCPPEV,7
40105,PCTPMRPP,1
40105,PPDPSD,91
40105,PS,94
40105,PSN,0
40106,BE,0
40106,CDSPP,8
40106,MPT,2
40106,PCPPEV,0
40106,PCTPMRPP,1
40106,PPDPSD,67
40106,PS,53
40106,PSN,3
40107,BE,1
40107,CDSPP,8
40107,MPT,1
40107,PCPPEV,2
40107,PCTPMRPP,2
40107,PPDPSD,71
40107,PS,19
40107,PSN,2
40108,BE,0
40108,CDSPP,25
40108,MPT,1
40108,PCPPEV,1
40108,PCTPMRPP,1
40108,PPDPSD,77
40108,PS,52
40108,PSN,0
40109,BE,1
40109,CDSPP,10
40109,MPT,1
40109,PCPPEV,0
40109,PCTPMRPP,0
40109,PPDPSD,36
40109,PS,50
40109,PSN,0
40110,BE,0
40110,CDSPP,5
40110,MPT,0
40110,PCPPEV,3
40110,PCTPMRPP,1
40110,PPDPSD,40
40110,PS,24
40110,PSN,1
40111,BE,2
40111,CDSPP,26
40111,MPT,0
40111,PCPPEV,4
40111,PCTPMRPP,1
40111,PPDPSD,218
40111,PS,132
40111,PSN,2
40112,BE,0
40112,CDSPP,16
40112,MPT,1
40112,PCPPEV,3
40112,PCTPMRPP,1
40112,PPDPSD,35
40112,PS,25
40112,PSN,0
40113,BE,0
40113,CDSPP,4
40113,MPT,0
40113,PCPPEV,5
40113,PCTPMRPP,3
40113,PPDPSD,24
40113,PS,28
40113,PSN,0
40114,BE,1
40114,CDSPP,18
40114,MPT,0
40114,PCPPEV,1
40114,PCTPMRPP,1
40114,PPDPSD,40
40114,PS,54
40114,PSN,0
40115,BE,0
40115,CDSPP,6
40115,MPT,1
40115,PCPPEV,2
40115,PCTPMRPP,0
40115,PPDPSD,33
40115,PS,12
40115,PSN,0
40116,BE,4
40116,CDSPP,2
40116,MPT,1
40116,PCPPEV,2
40116,PCTPMRPP,0
40116,PPDPSD,38
40116,PS,26
40116,PSN,1
40117,BE,1
40117,CDSPP,15
40117,MPT,0
40117,PCPPEV,6
40117,PCTPMRPP,0
40117,PPDPSD,41
40117,PS,49
40117,PSN,0
40118,BE,2
40118,CDSPP,32
40118,MPT,1
40118,PCPPEV,1
40118,PCTPMRPP,0
40118,PPDPSD,115
40118,PS,76
40118,PSN,0
40119,BE,0
40119,CDSPP,18
40119,MPT,0
40119,PCPPEV,0
40119,PCTPMRPP,1
40119,PPDPSD,111
40119,PS,77
40119,PSN,0
40120,BE,3
40120,CDSPP,12
40120,MPT,0
40120,PCPPEV,3
40120,PCTPMRPP,1
40120,PPDPSD,88
40120,PS,65
40120,PSN,0
40201,BE,0
40201,CDSPP,12
40201,MPT,0
40201,PCPPEV,1
40201,PCTPMRPP,1
40201,PPDPSD,96
40201,PS,42
40201,PSN,1
40202,BE,0
40202,CDSPP,6
40202,MPT,0
40202,PCPPEV,2
40202,PCTPMRPP,2
40202,PPDPSD,95
40202,PS,46
40202,PSN,1
40203,BE,0
40203,CDSPP,21
40203,MPT,1
40203,PCPPEV,0
40203,PCTPMRPP,1
40203,PPDPSD,138
40203,PS,44
40203,PSN,0
40204,BE,2
40204,CDSPP,24
40204,MPT,2
40204,PCPPEV,3
40204,PCTPMRPP,1
40204,PPDPSD,166
40204,PS,110
40204,PSN,1
40205,BE,1
40205,CDSPP,7
40205,MPT,0
40205,PCPPEV,5
40205,PCTPMRPP,1
40205,PPDPSD,30
40205,PS,60
40205,PSN,1
40206,BE,2
40206,CDSPP,3
40206,MPT,0
40206,PCPPEV,3
40206,PCTPMRPP,1
40206,PPDPSD,53
40206,PS,64
40206,PSN,2
40207,BE,0
40207,CDSPP,2
40207,MPT,0
40207,PCPPEV,0
40207,PCTPMRPP,0
40207,PPDPSD,38
40207,PS,10
40207,PSN,0
40208,BE,2
40208,CDSPP,5
40208,MPT,2
40208,PCPPEV,0
40208,PCTPMRPP,2
40208,PPDPSD,48
40208,PS,46
40208,PSN,0
40209,BE,0
40209,CDSPP,17
40209,MPT,0
40209,PCPPEV,6
40209,PCTPMRPP,0
40209,PPDPSD,120
40209,PS,53
40209,PSN,0
40210,BE,2
40210,CDSPP,10
40210,MPT,3
40210,PCPPEV,3
40210,PCTPMRPP,2
40210,PPDPSD,148
40210,PS,108
40210,PSN,1
40211,BE,0
40211,CDSPP,3
40211,MPT,1
40211,PCPPEV,4
40211,PCTPMRPP,0
40211,PPDPSD,82
40211,PS,57
40211,PSN,0
40212,BE,1
40212,CDSPP,13
40212,MPT,0
40212,PCPPEV,8
40212,PCTPMRPP,0
40212,PPDPSD,123
40212,PS,72
40212,PSN,0
40213,BE,1
40213,CDSPP,8
40213,MPT,0
40213,PCPPEV,7
40213,PCTPMRPP,1
40213,PPDPSD,110
40213,PS,108
40213,PSN,0
40214,BE,0
40214,CDSPP,11
40214,MPT,2
40214,PCPPEV,2
40214,PCTPMRPP,1
40214,PPDPSD,56
40214,PS,40
40214,PSN,0
40215,BE,1
40215,CDSPP,5
40215,MPT,0
40215,PCPPEV,4
40215,PCTPMRPP,1
40215,PPDPSD,101
40215,PS,110
40215,PSN,0
40216,BE,2
40216,CDSPP,7
40216,MPT,3
40216,PCPPEV,4
40216,PCTPMRPP,2
40216,PPDPSD,85
40216,PS,92
40216,PSN,1
40217,BE,0
40217,CDSPP,9
40217,MPT,0
40217,PCPPEV,19
40217,PCTPMRPP,2
40217,PPDPSD,60
40217,PS,39
40217,PSN,0
40218,BE,2
40218,CDSPP,24
40218,MPT,1
40218,PCPPEV,16
40218,PCTPMRPP,3
40218,PPDPSD,89
40218,PS,85
40218,PSN,0
40219,BE,0
40219,CDSPP,19
40219,MPT,0
40219,PCPPEV,10
40219,PCTPMRPP,2
40219,PPDPSD,94
40219,PS,108
40219,PSN,2
40220,BE,8
40220,CDSPP,30
40220,MPT,2
40220,PCPPEV,8
40220,PCTPMRPP,5
40220,PPDPSD,159
40220,PS,277
40220,PSN,0
40221,BE,1
40221,CDSPP,7
40221,MPT,1
40221,PCPPEV,5
40221,PCTPMRPP,2
40221,PPDPSD,99
40221,PS,56
40221,PSN,0
40222,BE,0
40222,CDSPP,5
40222,MPT,0
40222,PCPPEV,4
40222,PCTPMRPP,1
40222,PPDPSD,50
40222,PS,47
40222,PSN,1
40223,BE,0
40223,CDSPP,8
40223,MPT,0
40223,PCPPEV,3
40223,PCTPMRPP,0
40223,PPDPSD,94
40223,PS,44
40223,PSN,0
40224,BE,0
40224,CDSPP,4
40224,MPT,2
40224,PCPPEV,1
40224,PCTPMRPP,1
40224,PPDPSD,60
40224,PS,38
40224,PSN,0
40225,BE,2
40225,CDSPP,9
40225,MPT,1
40225,PCPPEV,8
40225,PCTPMRPP,2
40225,PPDPSD,93
40225,PS,108
40225,PSN,0
40226,BE,1
40226,CDSPP,11
40226,MPT,0
40226,PCPPEV,1
40226,PCTPMRPP,2
40226,PPDPSD,140
40226,PS,93
40226,PSN,0
40227,BE,4
40227,CDSPP,21
40227,MPT,0
40227,PCPPEV,9
40227,PCTPMRPP,4
40227,PPDPSD,154
40227,PS,198
40227,PSN,2
40228,BE,1
40228,CDSPP,6
40228,MPT,0
40228,PCPPEV,0
40228,PCTPMRPP,1
40228,PPDPSD,39
40228,PS,51
40228,PSN,1
40229,BE,1
40229,CDSPP,6
40229,MPT,0
40229,PCPPEV,12
40229,PCTPMRPP,2
40229,PPDPSD,64
40229,PS,83
40229,PSN,0
40230,BE,0
40230,CDSPP,9
40230,MPT,1
40230,PCPPEV,4
40230,PCTPMRPP,2
40230,PPDPSD,52
40230,PS,62
40230,PSN,1
40231,BE,0
40231,CDSPP,3
40231,MPT,0
40231,PCPPEV,0
40231,PCTPMRPP,0
40231,PPDPSD,28
40231,PS,13
40231,PSN,1
40232,BE,4
40232,CDSPP,8
40232,MPT,1
40232,PCPPEV,10
40232,PCTPMRPP,1
40232,PPDPSD,83
40232,PS,113
40232,PSN,1
40233,BE,1
40233,CDSPP,19
40233,MPT,1
40233,PCPPEV,6
40233,PCTPMRPP,6
40233,PPDPSD,61
40233,PS,86
40233,PSN,1
40234,BE,0
40234,CDSPP,23
40234,MPT,0
40234,PCPPEV,5
40234,PCTPMRPP,2
40234,PPDPSD,66
40234,PS,37
40234,PSN,1
40235,BE,2
40235,CDSPP,7
40235,MPT,0
40235,PCPPEV,3
40235,PCTPMRPP,1
40235,PPDPSD,81
40235,PS,37
40235,PSN,1
40236,BE,3
40236,CDSPP,16
40236,MPT,0
40236,PCPPEV,5
40236,PCTPMRPP,1
40236,PPDPSD,128
40236,PS,101
40236,PSN,1
40237,BE,3
40237,CDSPP,8
40237,MPT,6
40237,PCPPEV,2
40237,PCTPMRPP,1
40237,PPDPSD,123
40237,PS,96
40237,PSN,0
40238,BE,0
40238,CDSPP,3
40238,MPT,0
40238,PCPPEV,2
40238,PCTPMRPP,0
40238,PPDPSD,51
40238,PS,40
40238,PSN,1
40239,BE,2
40239,CDSPP,21
40239,MPT,1
40239,PCPPEV,4
40239,PCTPMRPP,1
40239,PPDPSD,121
40239,PS,106
40239,PSN,0
40240,BE,1
40240,CDSPP,29
40240,MPT,0
40240,PCPPEV,14
40240,PCTPMRPP,3
40240,PPDPSD,165
40240,PS,135
40240,PSN,0
40241,BE,2
40241,CDSPP,20
40241,MPT,0
40241,PCPPEV,3
40241,PCTPMRPP,1
40241,PPDPSD,91
40241,PS,92
40241,PSN,0
40242,BE,31
40242,CDSPP,140
40242,MPT,4
40242,PCPPEV,78
40242,PCTPMRPP,11
40242,PPDPSD,649
40242,PS,797
40242,PSN,6
40243,BE,0
40243,CDSPP,25
40243,MPT,0
40243,PCPPEV,0
40243,PCTPMRPP,1
