FREGUESIA,PARTIDO,VOTOS
150905,MPT,1
150905,PCPPEV,86
150905,PCTPMRPP,7
150905,POUS,1
150905,PPDPSD,20
150905,PPM,1
150905,PS,112
150905,PSN,1
150906,BE,82
150906,CDSPP,195
150906,MPT,14
150906,PCPPEV,810
150906,PCTPMRPP,59
150906,POUS,3
150906,PPDPSD,788
150906,PPM,27
150906,PS,1792
150906,PSN,6
150907,BE,229
150907,CDSPP,370
150907,MPT,21
150907,PCPPEV,780
150907,PCTPMRPP,65
150907,POUS,4
150907,PPDPSD,1126
150907,PPM,37
150907,PS,2130
150907,PSN,10
150908,BE,3
150908,CDSPP,22
150908,MPT,0
150908,PCPPEV,104
150908,PCTPMRPP,3
150908,POUS,0
150908,PPDPSD,35
150908,PPM,2
150908,PS,94
150908,PSN,1
150909,BE,8
150909,CDSPP,23
150909,MPT,1
150909,PCPPEV,246
150909,PCTPMRPP,14
150909,POUS,0
150909,PPDPSD,48
150909,PPM,3
150909,PS,219
150909,PSN,2
150910,BE,6
150910,CDSPP,39
150910,MPT,1
150910,PCPPEV,134
150910,PCTPMRPP,11
150910,POUS,0
150910,PPDPSD,148
150910,PPM,7
150910,PS,244
150910,PSN,4
150911,BE,3
150911,CDSPP,10
150911,MPT,0
150911,PCPPEV,101
150911,PCTPMRPP,8
150911,POUS,0
150911,PPDPSD,34
150911,PPM,7
150911,PS,208
150911,PSN,2
151001,BE,115
151001,CDSPP,229
151001,MPT,12
151001,PCPPEV,1693
151001,PCTPMRPP,58
151001,POUS,5
151001,PPDPSD,575
151001,PPM,13
151001,PS,2017
151001,PSN,3
151002,BE,870
151002,CDSPP,1297
151002,MPT,115
151002,PCPPEV,5269
151002,PCTPMRPP,184
151002,POUS,20
151002,PPDPSD,4213
151002,PPM,102
151002,PS,9758
151002,PSN,33
151003,BE,348
151003,CDSPP,599
151003,MPT,50
151003,PCPPEV,3509
151003,PCTPMRPP,132
151003,POUS,12
151003,PPDPSD,1926
151003,PPM,43
151003,PS,4963
151003,PSN,19
151004,BE,42
151004,CDSPP,57
151004,MPT,2
151004,PCPPEV,679
151004,PCTPMRPP,20
151004,POUS,2
151004,PPDPSD,221
151004,PPM,3
151004,PS,564
151004,PSN,0
151005,BE,867
151005,CDSPP,1314
151005,MPT,108
151005,PCPPEV,4136
151005,PCTPMRPP,186
151005,POUS,22
151005,PPDPSD,4427
151005,PPM,96
151005,PS,9224
151005,PSN,31
151006,BE,77
151006,CDSPP,315
151006,MPT,21
151006,PCPPEV,607
151006,PCTPMRPP,42
151006,POUS,5
151006,PPDPSD,1072
151006,PPM,26
151006,PS,1858
151006,PSN,11
151101,BE,224
151101,CDSPP,396
151101,MPT,23
151101,PCPPEV,1131
151101,PCTPMRPP,89
151101,POUS,11
151101,PPDPSD,1402
151101,PPM,40
151101,PS,3263
151101,PSN,23
151102,BE,134
151102,CDSPP,222
151102,MPT,11
151102,PCPPEV,753
151102,PCTPMRPP,42
151102,POUS,5
151102,PPDPSD,708
151102,PPM,21
151102,PS,1901
151102,PSN,6
151103,BE,111
151103,CDSPP,378
151103,MPT,23
151103,PCPPEV,1069
151103,PCTPMRPP,62
151103,POUS,9
151103,PPDPSD,1325
151103,PPM,25
151103,PS,2539
151103,PSN,17
151201,BE,310
151201,CDSPP,692
151201,MPT,46
151201,PCPPEV,1512
151201,PCTPMRPP,93
151201,POUS,8
151201,PPDPSD,1747
151201,PPM,46
151201,PS,4440
151201,PSN,22
151202,BE,180
151202,CDSPP,279
151202,MPT,13
151202,PCPPEV,471
151202,PCTPMRPP,20
151202,POUS,3
151202,PPDPSD,899
151202,PPM,29
151202,PS,1399
151202,PSN,8
151203,BE,576
151203,CDSPP,785
151203,MPT,42
151203,PCPPEV,1128
151203,PCTPMRPP,51
151203,POUS,2
151203,PPDPSD,2801
151203,PPM,34
151203,PS,3588
151203,PSN,8
151204,BE,117
151204,CDSPP,304
151204,MPT,21
151204,PCPPEV,641
151204,PCTPMRPP,30
151204,POUS,3
151204,PPDPSD,736
151204,PPM,15
151204,PS,1599
151204,PSN,7
151205,BE,808
151205,CDSPP,1371
151205,MPT,90
151205,PCPPEV,4535
151205,PCTPMRPP,229
151205,POUS,21
151205,PPDPSD,3787
151205,PPM,118
151205,PS,11133
151205,PSN,55
151206,BE,78
151206,CDSPP,138
151206,MPT,3
151206,PCPPEV,466
151206,PCTPMRPP,26
151206,POUS,2
151206,PPDPSD,384
151206,PPM,14
151206,PS,948
151206,PSN,5
151207,BE,32
151207,CDSPP,75
151207,MPT,2
151207,PCPPEV,655
151207,PCTPMRPP,36
151207,POUS,1
151207,PPDPSD,270
151207,PPM,8
151207,PS,959
151207,PSN,8
151208,BE,46
151208,CDSPP,93
151208,MPT,8
151208,PCPPEV,1193
151208,PCTPMRPP,41
151208,POUS,7
151208,PPDPSD,217
151208,PPM,13
151208,PS,1327
151208,PSN,6
151301,BE,180
151301,CDSPP,268
151301,MPT,19
151301,PCPPEV,1342
151301,PCTPMRPP,82
151301,POUS,9
151301,PPDPSD,863
151301,PPM,20
151301,PS,2530
151301,PSN,7
151302,BE,11
151302,CDSPP,22
151302,MPT,4
151302,PCPPEV,158
151302,PCTPMRPP,10
151302,POUS,2
151302,PPDPSD,102
151302,PPM,3
151302,PS,264
151302,PSN,2
160101,BE,1
160101,CDSPP,13
160101,MPT,0
160101,PCPPEV,6
160101,PCTPMRPP,0
160101,PH,1
160101,PPDPSD,121
160101,PPM,0
160101,PS,99
160101,PSN,2
160102,BE,1
160102,CDSPP,14
160102,MPT,0
160102,PCPPEV,9
160102,PCTPMRPP,1
160102,PH,0
160102,PPDPSD,124
160102,PPM,1
160102,PS,221
160102,PSN,1
160103,BE,2
160103,CDSPP,18
160103,MPT,1
160103,PCPPEV,2
160103,PCTPMRPP,0
160103,PH,1
160103,PPDPSD,84
160103,PPM,2
160103,PS,51
160103,PSN,0
160104,BE,0
160104,CDSPP,19
160104,MPT,0
160104,PCPPEV,2
160104,PCTPMRPP,0
160104,PH,0
160104,PPDPSD,76
160104,PPM,1
160104,PS,30
160104,PSN,1
160105,BE,0
160105,CDSPP,17
160105,MPT,5
160105,PCPPEV,5
160105,PCTPMRPP,0
160105,PH,0
160105,PPDPSD,94
160105,PPM,1
160105,PS,30
160105,PSN,0
160106,BE,3
160106,CDSPP,33
160106,MPT,4
160106,PCPPEV,6
160106,PCTPMRPP,0
160106,PH,1
160106,PPDPSD,148
160106,PPM,5
160106,PS,50
160106,PSN,2
160107,BE,0
160107,CDSPP,2
160107,MPT,1
160107,PCPPEV,2
160107,PCTPMRPP,1
160107,PH,1
160107,PPDPSD,53
160107,PPM,0
160107,PS,21
160107,PSN,0
160108,BE,2
160108,CDSPP,25
160108,MPT,1
160108,PCPPEV,0
160108,PCTPMRPP,0
160108,PH,1
160108,PPDPSD,114
160108,PPM,2
160108,PS,71
160108,PSN,3
160109,BE,2
160109,CDSPP,31
160109,MPT,1
160109,PCPPEV,7
160109,PCTPMRPP,1
160109,PH,1
160109,PPDPSD,203
160109,PPM,0
160109,PS,119
160109,PSN,1
160110,BE,2
160110,CDSPP,13
160110,MPT,0
160110,PCPPEV,5
160110,PCTPMRPP,0
160110,PH,1
160110,PPDPSD,101
160110,PPM,0
160110,PS,62
160110,PSN,0
160111,BE,0
160111,CDSPP,4
160111,MPT,0
160111,PCPPEV,0
160111,PCTPMRPP,1
160111,PH,0
160111,PPDPSD,71
160111,PPM,0
160111,PS,10
160111,PSN,0
160112,BE,0
160112,CDSPP,3
160112,MPT,0
160112,PCPPEV,2
160112,PCTPMRPP,2
160112,PH,1
160112,PPDPSD,47
160112,PPM,0
160112,PS,42
160112,PSN,0
160113,BE,0
160113,CDSPP,19
160113,MPT,2
160113,PCPPEV,5
160113,PCTPMRPP,1
160113,PH,3
160113,PPDPSD,103
160113,PPM,2
160113,PS,73
160113,PSN,3
160114,BE,2
160114,CDSPP,22
160114,MPT,5
160114,PCPPEV,3
160114,PCTPMRPP,0
160114,PH,0
160114,PPDPSD,98
160114,PPM,0
160114,PS,138
160114,PSN,0
160115,BE,2
160115,CDSPP,30
160115,MPT,1
160115,PCPPEV,10
160115,PCTPMRPP,1
160115,PH,3
160115,PPDPSD,278
160115,PPM,4
160115,PS,157
160115,PSN,1
160116,BE,0
160116,CDSPP,5
160116,MPT,0
160116,PCPPEV,0
160116,PCTPMRPP,2
160116,PH,0
160116,PPDPSD,90
160116,PPM,1
160116,PS,44
160116,PSN,0
160117,BE,2
160117,CDSPP,38
160117,MPT,3
160117,PCPPEV,8
160117,PCTPMRPP,3
160117,PH,5
160117,PPDPSD,178
160117,PPM,2
160117,PS,215
160117,PSN,4
160118,BE,0
160118,CDSPP,8
160118,MPT,0
160118,PCPPEV,0
160118,PCTPMRPP,0
160118,PH,1
160118,PPDPSD,81
160118,PPM,1
160118,PS,46
160118,PSN,1
160119,BE,4
160119,CDSPP,20
160119,MPT,0
160119,PCPPEV,1
160119,PCTPMRPP,0
160119,PH,1
160119,PPDPSD,144
160119,PPM,3
160119,PS,82
160119,PSN,1
160120,BE,0
160120,CDSPP,13
160120,MPT,0
160120,PCPPEV,4
160120,PCTPMRPP,0
160120,PH,0
160120,PPDPSD,23
160120,PPM,1
160120,PS,19
160120,PSN,1
160121,BE,2
160121,CDSPP,22
160121,MPT,3
160121,PCPPEV,4
160121,PCTPMRPP,4
160121,PH,0
160121,PPDPSD,181
160121,PPM,3
160121,PS,80
160121,PSN,4
160122,BE,1
160122,CDSPP,6
160122,MPT,2
160122,PCPPEV,1
160122,PCTPMRPP,0
160122,PH,0
160122,PPDPSD,112
160122,PPM,1
160122,PS,42
160122,PSN,1
160123,BE,0
160123,CDSPP,15
160123,MPT,0
160123,PCPPEV,2
160123,PCTPMRPP,1
160123,PH,3
160123,PPDPSD,91
160123,PPM,1
160123,PS,75
160123,PSN,0
160124,BE,5
160124,CDSPP,26
160124,MPT,0
160124,PCPPEV,10
160124,PCTPMRPP,0
160124,PH,0
160124,PPDPSD,179
160124,PPM,1
160124,PS,184
160124,PSN,2
160125,BE,1
160125,CDSPP,27
160125,MPT,0
160125,PCPPEV,6
160125,PCTPMRPP,2
160125,PH,1
160125,PPDPSD,107
160125,PPM,0
160125,PS,60
160125,PSN,0
160126,BE,0
160126,CDSPP,7
160126,MPT,0
160126,PCPPEV,3
160126,PCTPMRPP,0
160126,PH,0
160126,PPDPSD,42
160126,PPM,0
160126,PS,101
160126,PSN,0
160127,BE,0
160127,CDSPP,11
160127,MPT,0
160127,PCPPEV,2
160127,PCTPMRPP,1
160127,PH,1
160127,PPDPSD,80
160127,PPM,1
160127,PS,63
160127,PSN,1
160128,BE,2
160128,CDSPP,27
160128,MPT,0
160128,PCPPEV,10
160128,PCTPMRPP,0
160128,PH,1
160128,PPDPSD,244
160128,PPM,2
160128,PS,227
160128,PSN,3
160129,BE,1
160129,CDSPP,1
160129,MPT,3
160129,PCPPEV,1
160129,PCTPMRPP,0
160129,PH,0
160129,PPDPSD,61
160129,PPM,0
160129,PS,19
160129,PSN,0
160130,BE,3
160130,CDSPP,28
160130,MPT,3
160130,PCPPEV,8
160130,PCTPMRPP,2
160130,PH,1
160130,PPDPSD,293
160130,PPM,4
160130,PS,133
160130,PSN,2
160131,BE,2
160131,CDSPP,19
160131,MPT,1
160131,PCPPEV,2
160131,PCTPMRPP,1
160131,PH,1
160131,PPDPSD,166
160131,PPM,1
160131,PS,77
160131,PSN,3
160132,BE,1
160132,CDSPP,21
160132,MPT,0
160132,PCPPEV,0
160132,PCTPMRPP,0
160132,PH,0
160132,PPDPSD,53
160132,PPM,2
160132,PS,17
160132,PSN,0
160133,BE,1
160133,CDSPP,20
160133,MPT,2
160133,PCPPEV,4
160133,PCTPMRPP,0
160133,PH,1
160133,PPDPSD,118
160133,PPM,0
160133,PS,109
160133,PSN,2
160134,BE,14
160134,CDSPP,86
160134,MPT,2
160134,PCPPEV,35
160134,PCTPMRPP,2
160134,PH,2
160134,PPDPSD,258
160134,PPM,4
160134,PS,286
160134,PSN,0
160135,BE,0
160135,CDSPP,24
160135,MPT,0
160135,PCPPEV,0
160135,PCTPMRPP,0
160135,PH,1
160135,PPDPSD,103
160135,PPM,0
160135,PS,83
160135,PSN,1
160136,BE,0
160136,CDSPP,5
160136,MPT,0
160136,PCPPEV,0
160136,PCTPMRPP,0
160136,PH,0
160136,PPDPSD,75
160136,PPM,1
160136,PS,16
160136,PSN,1
160137,BE,0
160137,CDSPP,32
160137,MPT,0
160137,PCPPEV,3
160137,PCTPMRPP,1
160137,PH,0
160137,PPDPSD,203
160137,PPM,2
160137,PS,126
160137,PSN,0
160138,BE,0
160138,CDSPP,7
160138,MPT,1
160138,PCPPEV,2
160138,PCTPMRPP,0
160138,PH,0
160138,PPDPSD,84
160138,PPM,1
160138,PS,11
160138,PSN,0
160139,BE,0
160139,CDSPP,6
160139,MPT,1
160139,PCPPEV,1
160139,PCTPMRPP,1
160139,PH,0
160139,PPDPSD,95
160139,PPM,0
160139,PS,52
160139,PSN,0
160140,BE,3
160140,CDSPP,23
160140,MPT,3
160140,PCPPEV,1
160140,PCTPMRPP,1
160140,PH,0
160140,PPDPSD,196
160140,PPM,4
160140,PS,166
160140,PSN,1
160141,BE,8
160141,CDSPP,68
160141,MPT,1
160141,PCPPEV,25
160141,PCTPMRPP,3
160141,PH,0
160141,PPDPSD,256
160141,PPM,0
160141,PS,359
160141,PSN,0
160142,BE,1
160142,CDSPP,17
160142,MPT,2
160142,PCPPEV,3
160142,PCTPMRPP,0
160142,PH,1
160142,PPDPSD,130
160142,PPM,0
160142,PS,71
160142,PSN,1
160143,BE,1
160143,CDSPP,8
160143,MPT,0
160143,PCPPEV,2
160143,PCTPMRPP,0
160143,PH,0
160143,PPDPSD,79
160143,PPM,0
160143,PS,81
160143,PSN,0
160144,BE,1
160144,CDSPP,8
160144,MPT,1
160144,PCPPEV,1
160144,PCTPMRPP,1
160144,PH,0
160144,PPDPSD,129
160144,PPM,1
160144,PS,53
160144,PSN,0
160145,BE,1
160145,CDSPP,16
160145,MPT,0
160145,PCPPEV,8
160145,PCTPMRPP,2
160145,PH,2
160145,PPDPSD,114
160145,PPM,3
160145,PS,20
160145,PSN,1
160146,BE,4
160146,CDSPP,39
160146,MPT,4
160146,PCPPEV,48
160146,PCTPMRPP,4
160146,PH,3
160146,PPDPSD,276
160146,PPM,3
160146,PS,167
160146,PSN,5
160147,BE,2
160147,CDSPP,23
160147,MPT,0
160147,PCPPEV,2
160147,PCTPMRPP,2
160147,PH,1
160147,PPDPSD,174
160147,PPM,1
160147,PS,80
160147,PSN,2
160148,BE,0
160148,CDSPP,13
160148,MPT,1
160148,PCPPEV,2
160148,PCTPMRPP,0
160148,PH,1
160148,PPDPSD,133
160148,PPM,1
160148,PS,79
160148,PSN,1
160149,BE,2
160149,CDSPP,26
160149,MPT,1
160149,PCPPEV,3
160149,PCTPMRPP,2
160149,PH,0
160149,PPDPSD,196
160149,PPM,0
160149,PS,161
160149,PSN,3
160150,BE,3
160150,CDSPP,11
160150,MPT,2
160150,PCPPEV,2
160150,PCTPMRPP,0
160150,PH,0
160150,PPDPSD,121
160150,PPM,0
160150,PS,195
160150,PSN,1
160151,BE,0
160151,CDSPP,10
160151,MPT,0
160151,PCPPEV,2
160151,PCTPMRPP,0
160151,PH,2
160151,PPDPSD,109
160151,PPM,0
160151,PS,46
160151,PSN,0
160201,BE,6
160201,CDSPP,42
160201,MPT,3
160201,PCPPEV,41
160201,PCTPMRPP,8
160201,PH,2
160201,PPDPSD,148
160201,PPM,1
160201,PS,270
160201,PSN,0
160202,BE,0
160202,CDSPP,4
160202,MPT,0
160202,PCPPEV,0
160202,PCTPMRPP,0
160202,PH,0
160202,PPDPSD,45
160202,PPM,1
160202,PS,43
160202,PSN,0
160203,BE,0
160203,CDSPP,2
160203,MPT,2
160203,PCPPEV,2
160203,PCTPMRPP,0
160203,PH,0
160203,PPDPSD,49
160203,PPM,0
160203,PS,24
160203,PSN,0
160204,BE,0
160204,CDSPP,9
160204,MPT,0
160204,PCPPEV,1
160204,PCTPMRPP,0
160204,PH,1
160204,PPDPSD,29
160204,PPM,0
160204,PS,20
160204,PSN,0
160205,BE,5
160205,CDSPP,23
160205,MPT,3
160205,PCPPEV,20
160205,PCTPMRPP,3
160205,PH,0
160205,PPDPSD,123
160205,PPM,0
160205,PS,116
160205,PSN,0
160206,BE,0
160206,CDSPP,8
160206,MPT,4
160206,PCPPEV,6
160206,PCTPMRPP,1
160206,PH,0
160206,PPDPSD,19
160206,PPM,0
160206,PS,52
160206,PSN,0
160207,BE,38
160207,CDSPP,74
160207,MPT,4
160207,PCPPEV,111
160207,PCTPMRPP,5
160207,PH,0
160207,PPDPSD,345
160207,PPM,1
160207,PS,498
160207,PSN,1
160208,BE,2
160208,CDSPP,10
160208,MPT,2
160208,PCPPEV,1
160208,PCTPMRPP,1
160208,PH,0
160208,PPDPSD,43
160208,PPM,0
160208,PS,72
160208,PSN,1
160209,BE,1
160209,CDSPP,9
160209,MPT,1
160209,PCPPEV,4
160209,PCTPMRPP,3
160209,PH,0
160209,PPDPSD,76
160209,PPM,0
160209,PS,174
160209,PSN,2
160210,BE,1
160210,CDSPP,2
160210,MPT,0
160210,PCPPEV,3
160210,PCTPMRPP,0
160210,PH,2
160210,PPDPSD,39
160210,PPM,0
160210,PS,94
160210,PSN,0
160211,BE,17
160211,CDSPP,54
160211,MPT,5
160211,PCPPEV,28
160211,PCTPMRPP,7
160211,PH,2
160211,PPDPSD,289
160211,PPM,4
160211,PS,326
160211,PSN,0
160212,BE,11
160212,CDSPP,51
160212,MPT,5
160212,PCPPEV,60
160212,PCTPMRPP,6
160212,PH,1
160212,PPDPSD,209
160212,PPM,1
160212,PS,366
160212,PSN,2
160213,BE,0
160213,CDSPP,11
160213,MPT,1
160213,PCPPEV,6
160213,PCTPMRPP,2
160213,PH,1
160213,PPDPSD,45
160213,PPM,0
160213,PS,90
160213,PSN,1
160214,BE,6
160214,CDSPP,55
160214,MPT,1
160214,PCPPEV,24
160214,PCTPMRPP,2
160214,PH,0
160214,PPDPSD,153
160214,PPM,3
160214,PS,174
160214,PSN,1
160215,BE,5
160215,CDSPP,50
160215,MPT,3
160215,PCPPEV,42
160215,PCTPMRPP,9
160215,PH,3
160215,PPDPSD,248
160215,PPM,2
160215,PS,404
160215,PSN,1
160216,BE,3
160216,CDSPP,33
160216,MPT,0
160216,PCPPEV,21
160216,PCTPMRPP,6
160216,PH,3
160216,PPDPSD,183
160216,PPM,2
160216,PS,231
160216,PSN,2
160217,BE,44
160217,CDSPP,178
160217,MPT,6
160217,PCPPEV,169
160217,PCTPMRPP,26
160217,PH,4
160217,PPDPSD,668
160217,PPM,16
160217,PS,1073
160217,PSN,5
160218,BE,8
160218,CDSPP,37
160218,MPT,3
160218,PCPPEV,92
160218,PCTPMRPP,8
160218,PH,1
160218,PPDPSD,131
160218,PPM,3
160218,PS,204
160218,PSN,2
160219,BE,13
160219,CDSPP,38
160219,MPT,2
160219,PCPPEV,44
160219,PCTPMRPP,3
160219,PH,1
160219,PPDPSD,155
160219,PPM,0
160219,PS,209
160219,PSN,1
160220,BE,3
160220,CDSPP,15
160220,MPT,0
160220,PCPPEV,6
160220,PCTPMRPP,0
160220,PH,0
160220,PPDPSD,91
160220,PPM,2
160220,PS,69
160220,PSN,0
160301,BE,2
160301,CDSPP,14
160301,MPT,1
160301,PCPPEV,7
160301,PCTPMRPP,0
160301,PH,1
160301,PPDPSD,89
160301,PPM,2
160301,PS,185
160301,PSN,3
160302,BE,8
160302,CDSPP,14
160302,MPT,0
160302,PCPPEV,8
160302,PCTPMRPP,3
160302,PH,0
160302,PPDPSD,73
160302,PPM,0
160302,PS,217
160302,PSN,1
160303,BE,0
160303,CDSPP,16
160303,MPT,0
160303,PCPPEV,2
160303,PCTPMRPP,4
160303,PH,1
160303,PPDPSD,77
160303,PPM,1
160303,PS,154
160303,PSN,0
160304,BE,1
160304,CDSPP,8
160304,MPT,1
160304,PCPPEV,2
160304,PCTPMRPP,1
160304,PH,0
160304,PPDPSD,67
160304,PPM,2
160304,PS,92
160304,PSN,1
160305,BE,1
160305,CDSPP,10
160305,MPT,1
160305,PCPPEV,8
160305,PCTPMRPP,4
160305,PH,1
160305,PPDPSD,109
160305,PPM,3
160305,PS,178
160305,PSN,1
160306,BE,0
160306,CDSPP,11
160306,MPT,1
160306,PCPPEV,0
160306,PCTPMRPP,1
160306,PH,1
160306,PPDPSD,50
160306,PPM,0
160306,PS,63
160306,PSN,0
160307,BE,0
160307,CDSPP,5
160307,MPT,0
160307,PCPPEV,1
160307,PCTPMRPP,0
160307,PH,0
160307,PPDPSD,47
160307,PPM,1
160307,PS,119
160307,PSN,4
160308,BE,1
160308,CDSPP,18
160308,MPT,1
160308,PCPPEV,0
160308,PCTPMRPP,2
160308,PH,1
160308,PPDPSD,68
160308,PPM,2
160308,PS,72
160308,PSN,1
160309,BE,1
160309,CDSPP,2
160309,MPT,0
160309,PCPPEV,0
160309,PCTPMRPP,0
160309,PH,1
160309,PPDPSD,4
160309,PPM,1
160309,PS,99
160309,PSN,0
160310,BE,2
160310,CDSPP,11
160310,MPT,2
160310,PCPPEV,1
160310,PCTPMRPP,3
160310,PH,0
160310,PPDPSD,80
160310,PPM,4
160310,PS,117
160310,PSN,2
160311,BE,7
160311,CDSPP,31
160311,MPT,1
160311,PCPPEV,10
160311,PCTPMRPP,0
160311,PH,2
160311,PPDPSD,218
160311,PPM,0
160311,PS,324
160311,PSN,1
160312,BE,2
160312,CDSPP,50
160312,MPT,1
160312,PCPPEV,3
160312,PCTPMRPP,2
160312,PH,1
160312,PPDPSD,135
160312,PPM,2
160312,PS,103
160312,PSN,2
160313,BE,1
160313,CDSPP,51
160313,MPT,0
160313,PCPPEV,6
160313,PCTPMRPP,1
160313,PH,0
160313,PPDPSD,75
160313,PPM,2
160313,PS,130
160313,PSN,4
160314,BE,5
160314,CDSPP,17
160314,MPT,2
160314,PCPPEV,2
160314,PCTPMRPP,0
160314,PH,2
160314,PPDPSD,117
160314,PPM,0
160314,PS,150
160314,PSN,0
160315,BE,1
160315,CDSPP,3
160315,MPT,0
160315,PCPPEV,5
160315,PCTPMRPP,0
160315,PH,2
160315,PPDPSD,23
160315,PPM,0
160315,PS,60
160315,PSN,0
160316,BE,1
160316,CDSPP,28
160316,MPT,1
160316,PCPPEV,2
160316,PCTPMRPP,1
160316,PH,1
160316,PPDPSD,132
160316,PPM,1
160316,PS,162
160316,PSN,4
160317,BE,3
160317,CDSPP,17
160317,MPT,1
160317,PCPPEV,1
160317,PCTPMRPP,1
160317,PH,2
160317,PPDPSD,106
160317,PPM,0
160317,PS,175
160317,PSN,2
160318,BE,11
160318,CDSPP,51
160318,MPT,0
160318,PCPPEV,22
160318,PCTPMRPP,2
160318,PH,2
160318,PPDPSD,248
160318,PPM,1
160318,PS,410
160318,PSN,1
160401,BE,1
160401,CDSPP,30
160401,MPT,4
160401,PCPPEV,0
160401,PCTPMRPP,0
160401,PH,1
160401,PPDPSD,31
160401,PPM,0
160401,PS,48
160401,PSN,0
160402,BE,0
160402,CDSPP,49
160402,MPT,1
160402,PCPPEV,0
160402,PCTPMRPP,0
160402,PH,0
160402,PPDPSD,54
160402,PPM,2
160402,PS,13
160402,PSN,1
160403,BE,0
160403,CDSPP,12
160403,MPT,0
160403,PCPPEV,3
160403,PCTPMRPP,0
160403,PH,0
160403,PPDPSD,46
160403,PPM,0
160403,PS,62
160403,PSN,1
160404,BE,9
160404,CDSPP,49
160404,MPT,1
160404,PCPPEV,14
160404,PCTPMRPP,2
160404,PH,0
160404,PPDPSD,138
160404,PPM,4
160404,PS,240
160404,PSN,0
160405,BE,0
160405,CDSPP,34
160405,MPT,0
160405,PCPPEV,2
160405,PCTPMRPP,1
160405,PH,0
160405,PPDPSD,71
160405,PPM,0
160405,PS,36
160405,PSN,0
160406,BE,2
160406,CDSPP,51
160406,MPT,0
160406,PCPPEV,0
160406,PCTPMRPP,0
160406,PH,2
160406,PPDPSD,156
160406,PPM,0
160406,PS,137
160406,PSN,4
160407,BE,7
160407,CDSPP,38
160407,MPT,2
160407,PCPPEV,1
160407,PCTPMRPP,2
160407,PH,1
160407,PPDPSD,106
160407,PPM,0
160407,PS,127
160407,PSN,1
160408,BE,2
160408,CDSPP,31
160408,MPT,1
160408,PCPPEV,11
160408,PCTPMRPP,0
160408,PH,1
160408,PPDPSD,109
160408,PPM,1
160408,PS,190
160408,PSN,0
160409,BE,0
160409,CDSPP,13
160409,MPT,0
160409,PCPPEV,0
160409,PCTPMRPP,0
160409,PH,1
160409,PPDPSD,83
160409,PPM,0
160409,PS,94
160409,PSN,0
160410,BE,2
160410,CDSPP,30
160410,MPT,0
160410,PCPPEV,2
160410,PCTPMRPP,2
160410,PH,0
160410,PPDPSD,91
160410,PPM,0
160410,PS,63
160410,PSN,0
160411,BE,1
160411,CDSPP,62
160411,MPT,2
160411,PCPPEV,4
160411,PCTPMRPP,3
160411,PH,3
160411,PPDPSD,183
160411,PPM,6
160411,PS,245
160411,PSN,2
160412,BE,0
160412,CDSPP,14
160412,MPT,0
160412,PCPPEV,0
160412,PCTPMRPP,1
160412,PH,2
160412,PPDPSD,56
160412,PPM,1
160412,PS,30
160412,PSN,0
160413,BE,0
160413,CDSPP,18
160413,MPT,0
160413,PCPPEV,3
160413,PCTPMRPP,1
160413,PH,1
160413,PPDPSD,30
160413,PPM,1
160413,PS,44
160413,PSN,3
160414,BE,7
160414,CDSPP,90
160414,MPT,2
160414,PCPPEV,16
160414,PCTPMRPP,2
160414,PH,5
160414,PPDPSD,285
160414,PPM,7
160414,PS,201
160414,PSN,3
160415,BE,4
160415,CDSPP,285
160415,MPT,2
160415,PCPPEV,4
160415,PCTPMRPP,2
160415,PH,2
160415,PPDPSD,214
160415,PPM,3
160415,PS,109
160415,PSN,3
160416,BE,5
160416,CDSPP,10
160416,MPT,0
160416,PCPPEV,11
160416,PCTPMRPP,0
160416,PH,2
160416,PPDPSD,53
160416,PPM,0
160416,PS,114
160416,PSN,2
160417,BE,35
160417,CDSPP,134
160417,MPT,6
160417,PCPPEV,37
160417,PCTPMRPP,2
160417,PH,2
160417,PPDPSD,314
160417,PPM,6
160417,PS,832
160417,PSN,2
160418,BE,1
160418,CDSPP,102
160418,MPT,1
160418,PCPPEV,7
160418,PCTPMRPP,2
160418,PH,1
160418,PPDPSD,162
160418,PPM,1
160418,PS,83
160418,PSN,3
160419,BE,0
160419,CDSPP,21
160419,MPT,0
160419,PCPPEV,0
160419,PCTPMRPP,0
160419,PH,0
160419,PPDPSD,36
160419,PPM,1
160419,PS,12
160419,PSN,0
160420,BE,4
160420,CDSPP,79
160420,MPT,1
160420,PCPPEV,4
160420,PCTPMRPP,2
160420,PH,5
160420,PPDPSD,235
160420,PPM,2
160420,PS,141
160420,PSN,4
160421,BE,3
160421,CDSPP,38
160421,MPT,0
160421,PCPPEV,1
160421,PCTPMRPP,2
160421,PH,0
160421,PPDPSD,80
160421,PPM,2
160421,PS,69
160421,PSN,0
160422,BE,0
160422,CDSPP,22
160422,MPT,0
160422,PCPPEV,10
160422,PCTPMRPP,0
160422,PH,1
160422,PPDPSD,116
160422,PPM,1
160422,PS,67
160422,PSN,1
160423,BE,1
160423,CDSPP,11
160423,MPT,1
160423,PCPPEV,4
160423,PCTPMRPP,1
160423,PH,0
160423,PPDPSD,39
160423,PPM,0
160423,PS,43
160423,PSN,0
160424,BE,1
160424,CDSPP,83
160424,MPT,2
160424,PCPPEV,5
160424,PCTPMRPP,2
160424,PH,3
160424,PPDPSD,312
160424,PPM,0
160424,PS,165
160424,PSN,4
160425,BE,2
160425,CDSPP,10
160425,MPT,0
